first_name,last_name,email,product_id,qty,amount,description,address,city,state,country
Jonathan,Miller,williamsonsamantha@example.com,5,2,8.37,Out discussion clear population score.,68523 Clarke Branch,Heatherchester,Vermont,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Melanie,Martin,lindsey37@example.com,8,3,2.91,Information show exist media may message he.,303 Garcia Ferry Suite 860,New Paul,Mississippi,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Vanessa,Dunlap,wardtaylor@example.org,8,8,9.42,Study point method.,42511 Martin Turnpike,Alvaradoberg,Connecticut,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Mckenzie,Sloan,christina73@example.com,9,8,2.69,Hope inside within major term.,14888 Saunders Gardens,New Kathleen,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Curtis,Mullins,randy23@example.com,10,7,8.48,Seat put beautiful kid executive television role.,8988 Hughes Walk Apt. 551,Smithtown,Alabama,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Patrick,Perry,cschmidt@example.net,7,6,2.03,Yeah ever soldier drive.,44425 Cabrera Plain Apt. 521,Mendezchester,Delaware,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Kristy,Walker,jlong@example.com,10,5,5.55,Want role issue participant baby.,8736 Butler Spur Apt. 071,West Amanda,Connecticut,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lori,Clayton,mark83@example.com,3,8,3.96,Serve challenge religious point wife hot.,31888 Walton Knoll,New Sarah,New York,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jonathan,Smith,brandi46@example.com,6,8,6.13,Increase key offer special character while draw religious.,161 Douglas Isle Apt. 081,Port Brianhaven,Arkansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Wanda,Davenport,heatherharper@example.org,9,3,8.18,Need leader here nor could deep budget natural.,9786 Brian Plain Suite 109,New Cameron,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Rebecca,Smith,perezpatricia@example.com,7,1,5.22,Discover similar sign south as authority.,28536 Stewart Rapid,Melissaville,West Virginia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Monica,Fleming,georgebrown@example.net,8,6,2.14,Push total economy write simple safe same.,5227 Wright Port Apt. 453,Barbaraland,Illinois,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Deanna,Berry,wrobinson@example.org,5,7,3.18,Bit this specific main home.,1050 Walker Turnpike Apt. 784,Parkerfort,Mississippi,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Alice,Sandoval,barnesjulie@example.net,5,1,0.67,Now point remain major always why quite.,247 Luna Fort,Lake Davidborough,Oregon,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lucas,Harmon,tara62@example.org,4,7,5.19,State rest worker treatment back current.,5378 Robinson Village Suite 330,South Robertstad,North Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Nathan,Brooks,laurawalker@example.com,3,3,2.26,Support forget concern eye.,79915 Leonard Shoals Apt. 311,New Kayla,Rhode Island,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jennifer,Holmes,samantha79@example.net,4,8,3.6,Gun consider way.,60236 Garcia Roads Suite 230,Deborahmouth,Georgia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Rebecca,Young,sdavis@example.com,9,4,7.92,Require once run.,83587 Griffin Valley Apt. 027,South Robert,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
David,Thomas,danielcollier@example.net,7,7,4.01,Spend dream explain reduce toward wrong vote keep.,24221 Cox Mall,West Angelaburgh,Maryland,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lindsey,Kline,john74@example.org,10,1,9.55,Responsibility suddenly size bad may recently.,64439 Anderson Road Suite 464,West Kimberly,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Anna,Welch,epeterson@example.com,3,6,4.83,Share election real debate recently establish.,0582 Jason Summit Suite 711,West Deannastad,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Charles,Merritt,lking@example.net,5,6,7.25,Southern material prove.,50102 Travis Cape Apt. 138,Jeffreyhaven,Arizona,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Sharon,Medina,thomaslucas@example.org,5,7,9.57,Partner hope blood than leave Democrat.,274 Denise Shore Suite 592,Mclaughlinmouth,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Susan,Peterson,brownkelly@example.com,10,6,2.46,Power audience wife manage agree measure kid enter.,949 Dyer Via,Wellsport,Georgia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jessica,Mcknight,vasquezrobert@example.net,1,8,9.4,This next interesting situation day himself poor.,00709 Heather Brook Apt. 895,Lake Matthewland,Alabama,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jeffrey,Donovan,nicole30@example.com,4,7,7.09,Cup north me.,444 Goodwin Ranch Apt. 584,North Lindamouth,Nebraska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jessica,Ayala,jeffery26@example.com,4,6,1.81,Page since hundred shake may action.,6159 Nash Villages,Jakeborough,Georgia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jonathan,James,shardy@example.com,8,3,7.5,Move worker indeed worker Mrs.,228 Spencer Ford,Gibsonberg,South Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Megan,Nicholson,michaelmorgan@example.org,8,3,3.5,Teach book feel her.,87379 Trevor Meadows,Melaniemouth,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Robert,Copeland,zhamilton@example.org,1,8,6.01,Huge son responsibility season.,95639 Thompson Stream Apt. 272,Port Randy,Maryland,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Wendy,Cobb,kellycooper@example.com,6,8,9.11,Project market detail tax box.,257 Foster Lock,Kathleenview,Michigan,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Paula,Ramirez,rmendoza@example.com,7,6,8.43,Financial word say myself maybe school.,6058 Jackson Cape,New David,South Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Michael,Diaz,moraleskatie@example.com,9,3,8.68,Piece doctor central effect east who.,9761 Priscilla Plaza,Timothyhaven,Illinois,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Margaret,Webster,cindy90@example.com,8,1,7.64,Individual school close pretty create seem.,36730 John Fords,Mcdowellhaven,South Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Courtney,Bennett,savannah91@example.net,3,1,0.76,Call speak however design size.,93112 Emily Locks,Geraldview,California,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Glen,Warren,padillawendy@example.net,2,1,6.4,Teach other want sit natural before sometimes.,3081 Joshua Groves Apt. 596,Port Natalie,Nebraska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
William,James,davidgreen@example.org,2,7,6.82,Shake condition local paper soon democratic.,5783 Tracy Alley Apt. 071,Riversfurt,Ohio,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Bryan,Vargas,xsmith@example.com,6,5,3.99,Exactly page image yeah.,5760 Velazquez Street Suite 866,East Dustinshire,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Kevin,Ryan,kenneth43@example.com,3,1,3.09,Character first happen sell indeed event add.,2092 Michelle Cape,Royside,Tennessee,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Sean,Powers,rlewis@example.org,6,5,4.59,Father stay sometimes billion several.,67395 Joseph Lodge Apt. 648,Lake Georgechester,Texas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
John,Gonzalez,hunterwilliam@example.net,8,9,6.99,Drug maybe goal program people cultural.,03166 Walters Motorway Suite 027,South Larry,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ruth,Gross,haroldwhitaker@example.net,9,3,8.9,Reduce court tell.,650 Patrick Tunnel Apt. 980,Angelaland,Ohio,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Kelly,Johnson,tammygonzalez@example.com,8,6,0.51,Remember discussion hair really weight.,7422 John Prairie,Figueroatown,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Debra,Lewis,johnsonjohn@example.com,2,8,5.88,Onto mother now mouth research edge lawyer.,399 Bruce Road Apt. 296,Dianeberg,Indiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ronald,Snyder,ehiggins@example.net,4,2,8.64,Stage point worry high rich fire.,4645 Larry Walk,South Julie,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Alex,Hill,leahfrank@example.com,2,7,4.58,Per rest me teach huge.,993 Jerry Trail Suite 089,Ivanfort,Connecticut,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Austin,Wright,mcbridemaria@example.net,3,9,6.08,Cut form page through evidence exactly.,81818 Brenda Highway Suite 861,Harveyside,Alabama,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Tiffany,Charles,bryan11@example.net,9,8,4.91,Poor mean court impact big possible action.,945 Archer Gardens,Rebeccatown,Michigan,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ricardo,Wright,muellerjamie@example.net,8,2,8.15,East foot peace career hot.,1591 Webb Grove,Nicolebury,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Katie,Wiggins,matthewle@example.net,9,3,0.41,Them material white from current drive.,5404 Emily Alley Suite 880,Wardfurt,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Keith,Wagner,uhancock@example.com,4,5,0.34,Congress your involve buy history.,5412 Michael Squares Apt. 060,Owensberg,California,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Sarah,Cole,sheila79@example.net,8,8,2.06,Serious peace air notice buy improve during.,07106 Cowan Mission,Gonzalezmouth,Massachusetts,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Cindy,Mendez,brendasanchez@example.com,4,6,3.57,Nearly focus likely among with forget society.,375 Ryan Fall,North Seanborough,New Jersey,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Kristina,Smith,jasonjohnson@example.net,8,2,1.36,Condition simple area describe type move easy.,5423 Duffy Trail,Oliviatown,Ohio,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Christine,Watson,carrstephanie@example.net,8,9,4.11,Key inside free social really.,56276 Hernandez Bridge,New Robyn,Delaware,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Shelby,White,nmcbride@example.org,8,2,9.23,Maintain finally describe citizen point specific before summer.,07963 Robles Place,New Hannahside,Delaware,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Monica,Nguyen,lisalawson@example.net,7,3,1.23,Civil all between military time.,53875 Peters Glen,New Meganborough,Arkansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
James,Santiago,fernandezalexander@example.org,2,9,2.67,Message process born more.,930 Elizabeth Road Apt. 574,Lisastad,Florida,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Philip,Reese,ryanbarrera@example.com,8,8,8.34,Mrs so friend.,6062 Bartlett Crest Apt. 958,Meganfort,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Stephanie,Jennings,oadams@example.com,2,4,1.09,Turn cell radio become.,925 Victor Ramp,Monicatown,Indiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Aaron,Parrish,stephanie37@example.net,4,3,7.29,Environment it step.,06158 Jennifer Ridges,Ashleyton,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
James,Jones,oknight@example.org,5,2,3.65,Science start performance any minute suffer rich so.,5975 Richardson Mills Apt. 732,Leonport,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jennifer,Grant,teresa13@example.com,6,9,6.22,Away toward he since heavy.,625 Myers Highway Apt. 637,New Ryan,Tennessee,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Michael,Brown,santosjames@example.org,10,3,2.58,Kitchen evening seven.,1632 Monique Mews,West Ashley,North Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ronald,Newton,francoemily@example.net,8,7,9.34,Various prepare impact provide black peace by east.,079 Yang Stravenue Suite 095,Allisonport,Florida,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
David,Humphrey,danielle81@example.com,4,7,8.53,Focus politics human writer style ever weight.,1297 William Groves Apt. 613,South Nicholas,Arizona,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Nathan,Johnson,singhchristina@example.org,4,8,1.05,Officer five network million fill increase.,156 Brenda Brooks Apt. 970,Brucefort,Nebraska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
